evento,stato,ticker,mondo,tag,giorno0,car,soglia,rumore,beta,sigma,materiale,settore,tipo,bench
VRT|2026-07-29,closed,VRT,ESG,E,2026-07-29,-14.84,17.05,True,2.58,3.89,True,Industrials,stock,S&P 500
V|2026-07-29,closed,V,General,,2026-07-29,-0.11,6.68,True,0.27,1.52,,Financials,stock,S&P 500
WBD|2026-07-29,closed,WBD,General,,2026-07-29,2.44,3.93,True,0.4,0.9,,Communication Services,stock,S&P 500
WFC|2026-07-29,closed,WFC,General,,2026-07-29,-0.52,7.61,True,0.59,1.74,,Financials,stock,S&P 500
XOM|2026-07-29,closed,XOM,ESG,E,2026-07-29,1.29,7.62,True,-0.78,1.74,True,Energy,stock,S&P 500
AAPL|2026-07-28,closed,AAPL,General,,2026-07-28,-10.58,6.67,False,0.85,1.52,,Information Technology,stock,S&P 500
AMAT|2026-07-28,closed,AMAT,General,,2026-07-28,-6.86,14.74,True,2.66,3.36,,Information Technology,stock,S&P 500
AMD|2026-07-28,closed,AMD,ESG,S,2026-07-28,-11.65,16.49,True,3.37,3.76,True,Information Technology,stock,S&P 500
AMZN|2026-07-28,closed,AMZN,General,,2026-07-28,15.1,7.04,False,1.26,1.61,,Consumer Discretionary,stock,S&P 500
AVGO|2026-07-28,closed,AVGO,General,,2026-07-28,0.41,10.76,True,2.03,2.45,,Information Technology,stock,S&P 500
BAC|2026-07-28,closed,BAC,General,,2026-07-28,-0.48,5.88,True,0.66,1.34,,Financials,stock,S&P 500
BA|2026-07-28,closed,BA,General,,2026-07-28,2.55,8.22,True,1.21,1.87,,Industrials,stock,S&P 500
CAT|2026-07-28,closed,CAT,ESG,S,2026-07-28,-9.99,9.79,False,1.82,2.23,True,Industrials,stock,S&P 500
CMCSA|2026-07-28,closed,CMCSA,General,,2026-07-28,8.53,9.24,True,0.01,2.11,,Communication Services,stock,S&P 500
CSCO|2026-07-28,closed,CSCO,General,,2026-07-28,-0.93,10.3,True,1.22,2.35,,Information Technology,stock,S&P 500
CVX|2026-07-28,closed,CVX,ESG,E,2026-07-28,0.17,6.43,True,-0.71,1.47,True,Energy,stock,S&P 500
DE|2026-07-28,closed,DE,General,,2026-07-28,-4.08,9.67,True,0.66,2.21,,Industrials,stock,S&P 500
EA|2026-07-28,closed,EA,General,,2026-07-28,0.33,1.72,True,0.11,0.39,,Communication Services,stock,S&P 500
EOG|2026-07-28,closed,EOG,General,,2026-07-28,-0.53,7.68,True,-0.85,1.75,,Energy,stock,S&P 500
ETN|2026-07-28,closed,ETN,General,,2026-07-28,1.72,9.35,True,1.65,2.13,,Industrials,stock,S&P 500
GEV|2026-07-28,closed,GEV,ESG,E,2026-07-28,-3.77,12.12,True,1.9,2.77,True,Industrials,stock,S&P 500
GE|2026-07-28,closed,GE,General,,2026-07-28,1.14,9.12,True,1.38,2.08,,Industrials,stock,S&P 500
GOOGL|2026-07-28,closed,GOOGL,General,,2026-07-28,9.44,7.15,False,1.3,1.63,,Communication Services,stock,S&P 500
GS|2026-07-28,closed,GS,ESG,E,2026-07-28,-4.82,6.68,True,1.56,1.52,False,Financials,stock,S&P 500
INTC|2026-07-28,closed,INTC,ESG,E,2026-07-28,-7.57,21.72,True,3.06,4.95,False,Information Technology,stock,S&P 500
JPM|2026-07-28,closed,JPM,General,,2026-07-28,-0.26,5.95,True,0.7,1.36,,Financials,stock,S&P 500
KMI|2026-07-28,closed,KMI,ESG,E,2026-07-28,-3.0,5.73,True,-0.21,1.31,True,Energy,stock,S&P 500
LRCX|2026-07-28,closed,LRCX,General,,2026-07-28,-3.39,14.5,True,3.17,3.31,,Information Technology,stock,S&P 500
MA|2026-07-28,closed,MA,General,,2026-07-28,7.11,6.89,False,0.26,1.57,,Financials,stock,S&P 500
META|2026-07-28,closed,META,General,,2026-07-28,-9.79,10.75,True,1.54,2.45,,Communication Services,stock,S&P 500
MPC|2026-07-28,closed,MPC,General,,2026-07-28,-1.39,10.19,True,-0.45,2.32,,Energy,stock,S&P 500
MSFT|2026-07-28,closed,MSFT,General,,2026-07-28,19.85,9.05,False,0.79,2.07,,Information Technology,stock,S&P 500
MS|2026-07-28,closed,MS,General,,2026-07-28,-2.82,6.67,True,1.33,1.52,,Financials,stock,S&P 500
MU|2026-07-28,closed,MU,General,,2026-07-28,-14.15,21.39,True,3.26,4.88,,Information Technology,stock,S&P 500
NFLX|2026-07-28,closed,NFLX,ESG,E,2026-07-28,2.51,10.81,True,0.21,2.47,False,Communication Services,stock,S&P 500
NVDA|2026-07-28,closed,NVDA,General,,2026-07-28,-5.96,7.88,True,1.91,1.8,,Information Technology,stock,S&P 500
RTX|2026-07-28,closed,RTX,General,,2026-07-28,0.75,7.46,True,0.36,1.7,,Industrials,stock,S&P 500
SLB|2026-07-28,closed,SLB,ESG,E,2026-07-28,-5.39,9.36,True,0.75,2.14,True,Energy,stock,S&P 500
SPGI|2026-07-28,closed,SPGI,ESG,E,2026-07-28,-1.98,10.22,True,0.48,2.33,False,Financials,stock,S&P 500
TMUS|2026-07-28,closed,TMUS,General,,2026-07-28,-4.4,7.98,True,-0.55,1.82,,Communication Services,stock,S&P 500
TSLA|2026-07-28,closed,TSLA,ESG,E,2026-07-28,0.41,9.55,True,2.01,2.18,False,Consumer Discretionary,stock,S&P 500
TTWO|2026-07-28,closed,TTWO,General,,2026-07-28,3.23,9.71,True,0.78,2.21,,Communication Services,stock,S&P 500
UBER|2026-07-28,closed,UBER,General,,2026-07-28,1.12,9.38,True,0.91,2.14,,Industrials,stock,S&P 500
UNP|2026-07-28,closed,UNP,ESG,S,2026-07-28,-6.42,6.97,True,0.29,1.59,True,Industrials,stock,S&P 500
VLO|2026-07-28,closed,VLO,ESG,E,2026-07-28,-0.43,10.59,True,-0.72,2.42,True,Energy,stock,S&P 500
VRT|2026-07-28,closed,VRT,General,,2026-07-28,-20.03,17.1,False,2.5,3.9,,Industrials,stock,S&P 500
WBD|2026-07-28,closed,WBD,General,,2026-07-28,0.06,3.89,True,0.41,0.89,,Communication Services,stock,S&P 500
WFC|2026-07-28,closed,WFC,General,,2026-07-28,-0.04,7.52,True,0.61,1.72,,Financials,stock,S&P 500
WMB|2026-07-28,closed,WMB,ESG,E,2026-07-28,-5.33,6.47,True,-0.07,1.48,True,Energy,stock,S&P 500
XOM|2026-07-28,closed,XOM,General,,2026-07-28,-1.92,7.63,True,-0.76,1.74,,Energy,stock,S&P 500
AAPL|2026-07-27,closed,AAPL,General,,2026-07-27,2.81,6.67,True,0.87,1.52,,Information Technology,stock,S&P 500
AMAT|2026-07-27,closed,AMAT,General,,2026-07-27,-12.84,14.73,True,2.63,3.36,,Information Technology,stock,S&P 500
AMD|2026-07-27,closed,AMD,ESG,E,2026-07-27,-10.71,16.48,True,3.35,3.76,False,Information Technology,stock,S&P 500
AMZN|2026-07-27,closed,AMZN,General,,2026-07-27,1.63,7.0,True,1.27,1.6,,Consumer Discretionary,stock,S&P 500
AVGO|2026-07-27,closed,AVGO,General,,2026-07-27,-2.03,10.77,True,2.01,2.46,,Information Technology,stock,S&P 500
AXP|2026-07-27,closed,AXP,General,,2026-07-27,-1.06,7.1,True,0.96,1.62,,Financials,stock,S&P 500
BAC|2026-07-27,closed,BAC,General,,2026-07-27,0.74,5.88,True,0.66,1.34,,Financials,stock,S&P 500
BA|2026-07-27,closed,BA,General,,2026-07-27,6.24,8.18,True,1.2,1.87,,Industrials,stock,S&P 500
BLK|2026-07-27,closed,BLK,ESG,,2026-07-27,6.3,6.19,False,1.28,1.41,,Financials,stock,S&P 500
CAT|2026-07-27,closed,CAT,General,,2026-07-27,-12.18,9.78,False,1.81,2.23,,Industrials,stock,S&P 500
CMCSA|2026-07-27,closed,CMCSA,ESG,E,2026-07-27,5.18,9.23,True,0.03,2.11,False,Communication Services,stock,S&P 500
COP|2026-07-27,closed,COP,ESG,E,2026-07-27,-3.17,8.18,True,-0.77,1.87,True,Energy,stock,S&P 500
CSCO|2026-07-27,closed,CSCO,General,,2026-07-27,-1.65,10.29,True,1.22,2.35,,Information Technology,stock,S&P 500
CVX|2026-07-27,closed,CVX,ESG,E,2026-07-27,-2.84,6.34,True,-0.69,1.45,True,Energy,stock,S&P 500
C|2026-07-27,closed,C,General,,2026-07-27,-0.44,7.0,True,1.37,1.6,,Financials,stock,S&P 500
DIS|2026-07-27,closed,DIS,General,,2026-07-27,3.79,7.31,True,0.77,1.67,,Communication Services,stock,S&P 500
GEV|2026-07-27,closed,GEV,ESG,E,2026-07-27,-7.47,12.29,True,1.86,2.8,True,Industrials,stock,S&P 500
GOOG|2026-07-27,closed,GOOG,General,,2026-07-27,4.46,7.07,True,1.3,1.61,,Communication Services,stock,S&P 500
GS|2026-07-27,closed,GS,ESG,E,2026-07-27,-5.3,6.7,True,1.57,1.53,False,Financials,stock,S&P 500
INTC|2026-07-27,closed,INTC,General,,2026-07-27,-11.26,21.68,True,3.03,4.95,,Information Technology,stock,S&P 500
JPM|2026-07-27,closed,JPM,ESG,S,2026-07-27,0.87,5.96,True,0.7,1.36,False,Financials,stock,S&P 500
LRCX|2026-07-27,closed,LRCX,General,,2026-07-27,-7.02,14.46,True,3.13,3.3,,Information Technology,stock,S&P 500
MA|2026-07-27,closed,MA,ESG,G,2026-07-27,9.8,6.83,False,0.28,1.56,True,Financials,stock,S&P 500
META|2026-07-27,closed,META,General,,2026-07-27,-12.7,10.74,False,1.54,2.45,,Communication Services,stock,S&P 500
MSFT|2026-07-27,closed,MSFT,General,,2026-07-27,19.53,9.01,False,0.81,2.06,,Information Technology,stock,S&P 500
MS|2026-07-27,closed,MS,General,,2026-07-27,-2.82,6.68,True,1.34,1.52,,Financials,stock,S&P 500
MU|2026-07-27,closed,MU,General,,2026-07-27,-16.53,21.57,True,3.23,4.92,,Information Technology,stock,S&P 500
NFLX|2026-07-27,closed,NFLX,General,,2026-07-27,6.52,10.8,True,0.22,2.46,,Communication Services,stock,S&P 500
NVDA|2026-07-27,closed,NVDA,ESG,E,2026-07-27,-7.91,7.84,False,1.89,1.79,False,Information Technology,stock,S&P 500
RTX|2026-07-27,closed,RTX,General,,2026-07-27,1.37,7.47,True,0.37,1.7,,Industrials,stock,S&P 500
SLB|2026-07-27,closed,SLB,ESG,E,2026-07-27,3.54,9.36,True,0.75,2.14,True,Energy,stock,S&P 500
TSLA|2026-07-27,closed,TSLA,General,,2026-07-27,-4.58,9.54,True,2.0,2.18,,Consumer Discretionary,stock,S&P 500
UBER|2026-07-27,closed,UBER,General,,2026-07-27,1.28,9.38,True,0.91,2.14,,Industrials,stock,S&P 500
UNP|2026-07-27,closed,UNP,General,,2026-07-27,-7.12,6.96,False,0.3,1.59,,Industrials,stock,S&P 500
VLO|2026-07-27,closed,VLO,General,,2026-07-27,-1.89,10.45,True,-0.68,2.38,,Energy,stock,S&P 500
VRT|2026-07-27,closed,VRT,General,,2026-07-27,-30.02,17.1,False,2.48,3.9,,Industrials,stock,S&P 500
V|2026-07-27,closed,V,General,,2026-07-27,3.72,6.59,True,0.31,1.5,,Financials,stock,S&P 500
WBD|2026-07-27,closed,WBD,General,,2026-07-27,-1.49,3.79,True,0.43,0.86,,Communication Services,stock,S&P 500
WFC|2026-07-27,closed,WFC,General,,2026-07-27,-0.81,7.51,True,0.62,1.71,,Financials,stock,S&P 500
WMB|2026-07-27,closed,WMB,General,,2026-07-27,-7.6,6.5,False,-0.08,1.48,,Energy,stock,S&P 500
AMD|2026-07-26,closed,AMD,General,,2026-07-26,-10.71,16.48,True,3.35,3.76,,Information Technology,stock,S&P 500
AMZN|2026-07-26,closed,AMZN,General,,2026-07-26,1.63,7.0,True,1.27,1.6,,Consumer Discretionary,stock,S&P 500
BA|2026-07-26,closed,BA,General,,2026-07-26,6.24,8.18,True,1.2,1.87,,Industrials,stock,S&P 500
BRK-B|2026-07-26,closed,BRK-B,General,,2026-07-26,3.67,4.36,True,0.08,0.99,,Financials,stock,S&P 500
GE|2026-07-26,closed,GE,ESG,E,2026-07-26,1.19,9.14,True,1.37,2.08,True,Industrials,stock,S&P 500
GOOGL|2026-07-26,closed,GOOGL,ESG,G,2026-07-26,4.54,7.15,True,1.3,1.63,True,Communication Services,stock,S&P 500
INTC|2026-07-26,closed,INTC,General,,2026-07-26,-11.26,21.68,True,3.03,4.95,,Information Technology,stock,S&P 500
META|2026-07-26,closed,META,General,,2026-07-26,-12.7,10.74,False,1.54,2.45,,Communication Services,stock,S&P 500
MSFT|2026-07-26,closed,MSFT,General,,2026-07-26,19.53,9.01,False,0.81,2.06,,Information Technology,stock,S&P 500
MS|2026-07-26,closed,MS,General,,2026-07-26,-2.82,6.68,True,1.34,1.52,,Financials,stock,S&P 500
RTX|2026-07-26,closed,RTX,General,,2026-07-26,1.37,7.47,True,0.37,1.7,,Industrials,stock,S&P 500
TSLA|2026-07-26,closed,TSLA,General,,2026-07-26,-4.58,9.54,True,2.0,2.18,,Consumer Discretionary,stock,S&P 500
UBER|2026-07-26,closed,UBER,General,,2026-07-26,1.28,9.38,True,0.91,2.14,,Industrials,stock,S&P 500
XOM|2026-07-26,closed,XOM,ESG,E,2026-07-26,-1.17,7.52,True,-0.73,1.71,True,Energy,stock,S&P 500
AAPL|2026-07-25,closed,AAPL,General,,2026-07-25,2.81,6.67,True,0.87,1.52,,Information Technology,stock,S&P 500
AMD|2026-07-25,closed,AMD,General,,2026-07-25,-10.71,16.48,True,3.35,3.76,,Information Technology,stock,S&P 500
AMZN|2026-07-25,closed,AMZN,General,,2026-07-25,1.63,7.0,True,1.27,1.6,,Consumer Discretionary,stock,S&P 500
AVGO|2026-07-25,closed,AVGO,General,,2026-07-25,-2.03,10.77,True,2.01,2.46,,Information Technology,stock,S&P 500
AXP|2026-07-25,closed,AXP,General,,2026-07-25,-1.06,7.1,True,0.96,1.62,,Financials,stock,S&P 500
BAC|2026-07-25,closed,BAC,General,,2026-07-25,0.74,5.88,True,0.66,1.34,,Financials,stock,S&P 500
BA|2026-07-25,closed,BA,General,,2026-07-25,6.24,8.18,True,1.2,1.87,,Industrials,stock,S&P 500
CMCSA|2026-07-25,closed,CMCSA,General,,2026-07-25,5.18,9.23,True,0.03,2.11,,Communication Services,stock,S&P 500
CVX|2026-07-25,closed,CVX,General,,2026-07-25,-2.84,6.34,True,-0.69,1.45,,Energy,stock,S&P 500
DE|2026-07-25,closed,DE,General,,2026-07-25,-2.48,9.67,True,0.66,2.21,,Industrials,stock,S&P 500
DIS|2026-07-25,closed,DIS,General,,2026-07-25,3.79,7.31,True,0.77,1.67,,Communication Services,stock,S&P 500
GEV|2026-07-25,closed,GEV,ESG,E,2026-07-25,-7.47,12.29,True,1.86,2.8,True,Industrials,stock,S&P 500
GE|2026-07-25,closed,GE,General,,2026-07-25,1.19,9.14,True,1.37,2.08,,Industrials,stock,S&P 500
GS|2026-07-25,closed,GS,General,,2026-07-25,-5.3,6.7,True,1.57,1.53,,Financials,stock,S&P 500
INTC|2026-07-25,closed,INTC,ESG,E,2026-07-25,-11.26,21.68,True,3.03,4.95,False,Information Technology,stock,S&P 500
JPM|2026-07-25,closed,JPM,General,,2026-07-25,0.87,5.96,True,0.7,1.36,,Financials,stock,S&P 500
KMI|2026-07-25,closed,KMI,General,,2026-07-25,-4.14,5.78,True,-0.21,1.32,,Energy,stock,S&P 500
MA|2026-07-25,closed,MA,General,,2026-07-25,9.8,6.83,False,0.28,1.56,,Financials,stock,S&P 500
META|2026-07-25,closed,META,ESG,E,2026-07-25,-12.7,10.74,False,1.54,2.45,False,Communication Services,stock,S&P 500
MSFT|2026-07-25,closed,MSFT,General,,2026-07-25,19.53,9.01,False,0.81,2.06,,Information Technology,stock,S&P 500
MS|2026-07-25,closed,MS,General,,2026-07-25,-2.82,6.68,True,1.34,1.52,,Financials,stock,S&P 500
MU|2026-07-25,closed,MU,General,,2026-07-25,-16.53,21.57,True,3.23,4.92,,Information Technology,stock,S&P 500
NFLX|2026-07-25,closed,NFLX,General,,2026-07-25,6.52,10.8,True,0.22,2.46,,Communication Services,stock,S&P 500
NVDA|2026-07-25,closed,NVDA,General,,2026-07-25,-7.91,7.84,False,1.89,1.79,,Information Technology,stock,S&P 500
RTX|2026-07-25,closed,RTX,General,,2026-07-25,1.37,7.47,True,0.37,1.7,,Industrials,stock,S&P 500
SLB|2026-07-25,closed,SLB,General,,2026-07-25,3.54,9.36,True,0.75,2.14,,Energy,stock,S&P 500
TSLA|2026-07-25,closed,TSLA,ESG,E,2026-07-25,-4.58,9.54,True,2.0,2.18,False,Consumer Discretionary,stock,S&P 500
UBER|2026-07-25,closed,UBER,ESG,E,2026-07-25,1.28,9.38,True,0.91,2.14,True,Industrials,stock,S&P 500
VRT|2026-07-25,closed,VRT,General,,2026-07-25,-30.02,17.1,False,2.48,3.9,,Industrials,stock,S&P 500
V|2026-07-25,closed,V,ESG,E,2026-07-25,3.72,6.59,True,0.31,1.5,False,Financials,stock,S&P 500
WBD|2026-07-25,closed,WBD,General,,2026-07-25,-1.49,3.79,True,0.43,0.86,,Communication Services,stock,S&P 500
WFC|2026-07-25,closed,WFC,General,,2026-07-25,-0.81,7.51,True,0.62,1.71,,Financials,stock,S&P 500
AAPL|2026-07-24,closed,AAPL,General,,2026-07-24,6.34,6.68,True,0.87,1.52,,Information Technology,stock,S&P 500
AMAT|2026-07-24,closed,AMAT,General,,2026-07-24,-18.86,14.84,False,2.64,3.39,,Information Technology,stock,S&P 500
AMD|2026-07-24,closed,AMD,ESG,E,2026-07-24,-21.16,16.48,False,3.35,3.76,False,Information Technology,stock,S&P 500
AMZN|2026-07-24,closed,AMZN,General,,2026-07-24,-3.1,6.99,True,1.28,1.59,,Consumer Discretionary,stock,S&P 500
AVGO|2026-07-24,closed,AVGO,General,,2026-07-24,-1.53,10.76,True,2.01,2.46,,Information Technology,stock,S&P 500
AXP|2026-07-24,closed,AXP,General,,2026-07-24,-1.81,7.1,True,0.95,1.62,,Financials,stock,S&P 500
BAC|2026-07-24,closed,BAC,ESG,E,2026-07-24,1.14,5.88,True,0.66,1.34,False,Financials,stock,S&P 500
BA|2026-07-24,closed,BA,General,,2026-07-24,5.74,8.21,True,1.2,1.87,,Industrials,stock,S&P 500
BLK|2026-07-24,closed,BLK,ESG,E,2026-07-24,8.27,6.59,False,1.29,1.5,False,Financials,stock,S&P 500
BRK-B|2026-07-24,closed,BRK-B,General,,2026-07-24,4.21,4.36,True,0.08,0.99,,Financials,stock,S&P 500
CAT|2026-07-24,closed,CAT,ESG,E,2026-07-24,-11.01,9.78,False,1.81,2.23,True,Industrials,stock,S&P 500
CMCSA|2026-07-24,closed,CMCSA,ESG,E,2026-07-24,4.47,9.23,True,0.03,2.1,False,Communication Services,stock,S&P 500
COP|2026-07-24,closed,COP,General,,2026-07-24,-2.93,8.18,True,-0.78,1.87,,Energy,stock,S&P 500
CVX|2026-07-24,closed,CVX,ESG,E,2026-07-24,-2.21,6.32,True,-0.7,1.44,True,Energy,stock,S&P 500
C|2026-07-24,closed,C,General,,2026-07-24,-1.39,7.19,True,1.37,1.64,,Financials,stock,S&P 500
DIS|2026-07-24,closed,DIS,General,,2026-07-24,4.87,7.31,True,0.77,1.67,,Communication Services,stock,S&P 500
EA|2026-07-24,closed,EA,General,,2026-07-24,0.19,1.72,True,0.11,0.39,,Communication Services,stock,S&P 500
ETN|2026-07-24,closed,ETN,General,,2026-07-24,-8.97,9.44,True,1.65,2.15,,Industrials,stock,S&P 500
GE|2026-07-24,closed,GE,General,,2026-07-24,5.32,9.14,True,1.37,2.08,,Industrials,stock,S&P 500
GOOGL|2026-07-24,closed,GOOGL,ESG,E,2026-07-24,-0.33,7.16,True,1.3,1.63,False,Communication Services,stock,S&P 500
GS|2026-07-24,closed,GS,General,,2026-07-24,-6.91,6.9,False,1.58,1.58,,Financials,stock,S&P 500
INTC|2026-07-24,closed,INTC,ESG,E,2026-07-24,-19.14,21.63,True,3.04,4.94,False,Information Technology,stock,S&P 500
JPM|2026-07-24,closed,JPM,General,,2026-07-24,1.59,5.96,True,0.7,1.36,,Financials,stock,S&P 500
KMI|2026-07-24,closed,KMI,ESG,E,2026-07-24,-3.53,5.77,True,-0.21,1.32,True,Energy,stock,S&P 500
LRCX|2026-07-24,closed,LRCX,General,,2026-07-24,-17.64,14.48,False,3.14,3.3,,Information Technology,stock,S&P 500
MA|2026-07-24,closed,MA,General,,2026-07-24,6.69,6.83,True,0.28,1.56,,Financials,stock,S&P 500
META|2026-07-24,closed,META,General,,2026-07-24,-2.49,10.52,True,1.52,2.4,,Communication Services,stock,S&P 500
MSFT|2026-07-24,closed,MSFT,General,,2026-07-24,4.19,9.02,True,0.81,2.06,,Information Technology,stock,S&P 500
MS|2026-07-24,closed,MS,General,,2026-07-24,-4.18,7.02,True,1.35,1.6,,Financials,stock,S&P 500
MU|2026-07-24,closed,MU,General,,2026-07-24,-19.82,21.52,True,3.24,4.91,,Information Technology,stock,S&P 500
NFLX|2026-07-24,closed,NFLX,General,,2026-07-24,5.35,10.75,True,0.22,2.45,,Communication Services,stock,S&P 500
NVDA|2026-07-24,closed,NVDA,ESG,S,2026-07-24,-6.55,7.75,True,1.88,1.77,True,Information Technology,stock,S&P 500
PSX|2026-07-24,closed,PSX,General,,2026-07-24,-4.34,8.64,True,-0.5,1.97,,Energy,stock,S&P 500
RTX|2026-07-24,closed,RTX,ESG,E,2026-07-24,12.07,7.47,False,0.37,1.71,True,Industrials,stock,S&P 500
SLB|2026-07-24,closed,SLB,General,,2026-07-24,5.93,9.37,True,0.75,2.14,,Energy,stock,S&P 500
TMUS|2026-07-24,closed,TMUS,General,,2026-07-24,-6.26,7.91,True,-0.56,1.81,,Communication Services,stock,S&P 500
TSLA|2026-07-24,closed,TSLA,ESG,E,2026-07-24,-16.12,9.54,False,2.0,2.18,False,Consumer Discretionary,stock,S&P 500
UBER|2026-07-24,closed,UBER,ESG,S,2026-07-24,2.51,9.38,True,0.91,2.14,True,Industrials,stock,S&P 500
UNP|2026-07-24,closed,UNP,ESG,S,2026-07-24,-0.91,6.98,True,0.3,1.59,True,Industrials,stock,S&P 500
VLO|2026-07-24,closed,VLO,ESG,E,2026-07-24,-6.01,10.46,True,-0.68,2.39,True,Energy,stock,S&P 500
VRT|2026-07-24,closed,VRT,General,,2026-07-24,-24.07,17.05,False,2.49,3.89,,Industrials,stock,S&P 500
XOM|2026-07-24,closed,XOM,ESG,E,2026-07-24,-0.13,7.51,True,-0.73,1.71,True,Energy,stock,S&P 500
AAPL|2026-07-23,closed,AAPL,General,,2026-07-23,3.61,6.68,True,0.87,1.52,,Information Technology,stock,S&P 500
AMAT|2026-07-23,closed,AMAT,General,,2026-07-23,-17.25,14.84,False,2.64,3.39,,Information Technology,stock,S&P 500
AMD|2026-07-23,closed,AMD,ESG,S,2026-07-23,-15.84,16.48,True,3.32,3.76,True,Information Technology,stock,S&P 500
AMZN|2026-07-23,closed,AMZN,General,,2026-07-23,-5.07,7.02,True,1.29,1.6,,Consumer Discretionary,stock,S&P 500
AVGO|2026-07-23,closed,AVGO,General,,2026-07-23,0.71,10.81,True,2.02,2.47,,Information Technology,stock,S&P 500
AXP|2026-07-23,closed,AXP,General,,2026-07-23,-3.16,7.03,True,0.93,1.61,,Financials,stock,S&P 500
BAC|2026-07-23,closed,BAC,ESG,G,2026-07-23,2.17,6.03,True,0.68,1.38,True,Financials,stock,S&P 500
BA|2026-07-23,closed,BA,ESG,S,2026-07-23,7.43,8.19,True,1.22,1.87,True,Industrials,stock,S&P 500
BLK|2026-07-23,closed,BLK,ESG,E,2026-07-23,6.02,6.55,True,1.26,1.49,False,Financials,stock,S&P 500
BRK-B|2026-07-23,closed,BRK-B,ESG,G,2026-07-23,3.75,4.36,True,0.08,0.99,True,Financials,stock,S&P 500
BX|2026-07-23,closed,BX,ESG,E,2026-07-23,9.41,9.91,True,1.47,2.26,False,Financials,stock,S&P 500
CAT|2026-07-23,closed,CAT,General,,2026-07-23,-6.11,9.73,True,1.83,2.22,,Industrials,stock,S&P 500
CMCSA|2026-07-23,closed,CMCSA,General,,2026-07-23,3.08,9.23,True,0.01,2.11,,Communication Services,stock,S&P 500
CSCO|2026-07-23,closed,CSCO,General,,2026-07-23,4.24,10.23,True,1.2,2.33,,Information Technology,stock,S&P 500
CVX|2026-07-23,closed,CVX,ESG,ES,2026-07-23,-2.38,6.34,True,-0.7,1.45,True,Energy,stock,S&P 500
EA|2026-07-23,closed,EA,General,,2026-07-23,0.09,1.69,True,0.1,0.39,,Communication Services,stock,S&P 500
GEV|2026-07-23,closed,GEV,ESG,E,2026-07-23,-14.03,12.28,False,1.87,2.8,True,Industrials,stock,S&P 500
GE|2026-07-23,closed,GE,ESG,E,2026-07-23,6.9,9.16,True,1.38,2.09,True,Industrials,stock,S&P 500
GOOGL|2026-07-23,closed,GOOGL,General,,2026-07-23,-2.74,7.12,True,1.31,1.62,,Communication Services,stock,S&P 500
GS|2026-07-23,closed,GS,General,,2026-07-23,-2.7,6.89,True,1.57,1.57,,Financials,stock,S&P 500
INTC|2026-07-23,closed,INTC,General,,2026-07-23,-18.52,21.69,True,3.02,4.95,,Information Technology,stock,S&P 500
JPM|2026-07-23,closed,JPM,ESG,E,2026-07-23,3.72,5.96,True,0.69,1.36,False,Financials,stock,S&P 500
KMI|2026-07-23,closed,KMI,ESG,E,2026-07-23,-2.67,5.77,True,-0.21,1.32,True,Energy,stock,S&P 500
LRCX|2026-07-23,closed,LRCX,General,,2026-07-23,-15.94,14.43,False,3.13,3.29,,Information Technology,stock,S&P 500
MA|2026-07-23,closed,MA,General,,2026-07-23,4.09,6.83,True,0.27,1.56,,Financials,stock,S&P 500
META|2026-07-23,closed,META,ESG,E,2026-07-23,-6.86,10.45,True,1.5,2.38,False,Communication Services,stock,S&P 500
MPC|2026-07-23,closed,MPC,General,,2026-07-23,-5.65,10.17,True,-0.44,2.32,,Energy,stock,S&P 500
MSFT|2026-07-23,closed,MSFT,General,,2026-07-23,1.7,9.04,True,0.82,2.06,,Information Technology,stock,S&P 500
MS|2026-07-23,closed,MS,General,,2026-07-23,-1.47,7.02,True,1.35,1.6,,Financials,stock,S&P 500
MU|2026-07-23,closed,MU,General,,2026-07-23,-18.34,21.52,True,3.23,4.91,,Information Technology,stock,S&P 500
NFLX|2026-07-23,closed,NFLX,General,,2026-07-23,10.41,10.77,True,0.24,2.46,,Communication Services,stock,S&P 500
NVDA|2026-07-23,closed,NVDA,General,,2026-07-23,-1.54,7.71,True,1.9,1.76,,Information Technology,stock,S&P 500
RTX|2026-07-23,closed,RTX,General,,2026-07-23,10.48,7.55,False,0.35,1.72,,Industrials,stock,S&P 500
SLB|2026-07-23,closed,SLB,General,,2026-07-23,9.62,9.42,False,0.74,2.15,,Energy,stock,S&P 500
TMUS|2026-07-23,closed,TMUS,General,,2026-07-23,-4.0,7.91,True,-0.58,1.8,,Communication Services,stock,S&P 500
TSLA|2026-07-23,closed,TSLA,General,,2026-07-23,-17.42,9.51,False,1.99,2.17,,Consumer Discretionary,stock,S&P 500
UBER|2026-07-23,closed,UBER,General,,2026-07-23,-0.83,9.38,True,0.91,2.14,,Industrials,stock,S&P 500
UNP|2026-07-23,closed,UNP,ESG,S,2026-07-23,-0.0,6.98,True,0.3,1.59,True,Industrials,stock,S&P 500
VLO|2026-07-23,closed,VLO,ESG,E,2026-07-23,-6.9,10.49,True,-0.68,2.39,True,Energy,stock,S&P 500
VRT|2026-07-23,closed,VRT,General,,2026-07-23,-12.74,17.05,True,2.49,3.89,,Industrials,stock,S&P 500
V|2026-07-23,closed,V,General,,2026-07-23,2.85,6.59,True,0.3,1.5,,Financials,stock,S&P 500
XOM|2026-07-23,closed,XOM,ESG,E,2026-07-23,-0.24,7.52,True,-0.73,1.71,True,Energy,stock,S&P 500
